Alloy,e/a,delta_r,delta_X,delta_H,Omega,sws,B,c11,c12,c,c44,BV,GV,EV,vV,BR,GR,ER,vR,BH,GH,EH,vH,AVR,Compostion
VCrZrNbMo,5.2,0.288961935,0.115016303,-4.957055466,6.596865367,2.973,158.44,270.85,102.23,84.31,44.69,158.44,60.54,161.1,0.33,158.44,55.04,147.98,0.34,158.44,57.79,154.58,0.34,0.05,2015202025
VCrZrNbMo,5.15,0.269612685,0.114886901,-4.782993218,6.816675766,2.982,154.05,259.46,101.35,79.05,42.16,154.05,56.92,152.02,0.34,154.05,51.83,139.82,0.35,154.05,54.37,145.95,0.34,0.05,2015202520
VCrZrNbMo,5.1,0.27950805,0.122738543,-5.024048001,6.407429944,2.992,147.95,247.07,98.39,74.34,41.65,147.95,54.73,146.16,0.34,147.95,50.54,136.12,0.35,147.95,52.63,141.16,0.34,0.04,2015252020
VCrZrNbMo,5.2,0.245150974,0.123055882,-5.791665631,5.482097902,2.949,154.28,263.35,99.74,81.81,42.28,154.28,58.09,154.84,0.33,154.28,52.41,141.23,0.35,154.28,55.25,148.07,0.34,0.05,2025202015
VCrZrNbMo,5.25,0.268587044,0.122764001,-5.805476399,5.4857499,2.941,159.09,276.03,100.62,87.7,45.29,159.09,62.26,165.21,0.33,159.09,56.15,150.72,0.34,159.09,59.2,158.01,0.33,0.05,2025201520
VCrZrNbMo,5.3,0.257252308,0.112936929,-5.46543537,5.902598373,2.931,166.16,291.69,103.4,94.14,47.33,166.16,66.06,174.98,0.32,166.16,59.08,158.47,0.34,166.16,62.57,166.78,0.33,0.06,2025152020
VCrZrNbMo,5.25,0.288667196,0.118338498,-5.557253716,5.884027942,2.967,160.17,278.33,101.1,88.61,46.64,160.17,63.43,168.09,0.33,160.17,57.54,154.16,0.34,160.17,60.48,161.16,0.33,0.05,1520202025
VCrZrNbMo,5.2,0.269452686,0.118316313,-5.447440224,5.984851827,2.976,155.69,266.05,100.51,82.77,43.59,155.69,59.26,157.77,0.33,155.69,53.77,144.66,0.35,155.69,56.52,151.25,0.34,0.05,1520202520
VCrZrNbMo,5.15,0.279426198,0.126190332,-5.707283522,5.640028939,2.986,149.47,252.95,97.73,77.61,42.64,149.47,56.63,150.83,0.33,149.47,52.01,139.82,0.34,149.47,54.32,145.35,0.34,0.04,1520252020
VCrZrNbMo,5.25,0.268940049,0.122281438,-5.961193409,5.405588979,2.956,158.04,274.53,99.8,87.36,45.45,158.04,62.22,165,0.33,158.04,56.25,150.84,0.34,158.04,59.23,157.96,0.33,0.05,1525202020
VCrZrNbMo,5.15,0.245183095,0.120083304,-5.169317208,6.142488089,2.956,152.58,256.57,100.59,77.99,40.82,152.58,55.69,148.94,0.34,152.58,50.43,136.28,0.35,152.58,53.06,142.64,0.34,0.05,2520202015
VCrZrNbMo,5.2,0.268772673,0.119886405,-5.249987843,6.066563181,2.947,157.07,268.15,101.53,83.31,43.35,157.07,59.33,158.09,0.33,157.07,53.64,144.47,0.35,157.07,56.48,151.31,0.34,0.05,2520201520
VCrZrNbMo,5.25,0.257524756,0.110072703,-4.931375547,6.542243842,2.937,164.14,282.82,104.8,89.01,44.73,164.14,62.44,166.24,0.33,164.14,55.84,150.46,0.35,164.14,59.14,158.4,0.34,0.06,2520152020
VCrZrNbMo,5.15,0.269285629,0.115994612,-4.739019751,6.800508508,2.968,154.63,260.3,101.79,79.25,42.07,154.63,56.94,152.15,0.34,154.63,51.79,139.76,0.35,154.63,54.36,145.98,0.34,0.05,2515202020
VCrZrNbTa,5,0.119411055,0.118760263,-4.345126732,7.73978247,3.007,145.69,229.98,103.55,63.22,51.1,145.69,55.94,148.79,0.33,145.69,55.34,147.36,0.33,145.69,55.64,148.08,0.33,0.01,2020201525
VCrZrNbTa,5,0.119912468,0.118760263,-4.285190224,7.680742068,3.003,143.09,228.07,100.6,63.74,45.2,143.09,52.62,140.62,0.34,143.09,51.15,137.12,0.34,143.09,51.89,138.87,0.34,0.01,2020202515
VCrZrNbTa,5.05,0.109903367,0.110357374,-4.198657182,8.108119473,2.996,151.63,241.29,106.8,67.25,50.45,151.63,57.17,152.36,0.33,151.63,56.05,149.71,0.34,151.63,56.61,151.04,0.33,0.01,2020152025
VCrZrNbTa,5.05,0.109675658,0.110357374,-4.18043496,8.057718141,2.995,150.2,240.19,105.21,67.49,47.45,150.2,55.46,148.15,0.34,150.2,53.84,144.29,0.34,150.2,54.65,146.22,0.34,0.01,2020152520
VCrZrNbTa,4.95,0.128315042,0.126034717,-4.482555206,7.25045448,3.014,137.39,217.04,97.57,59.74,45.95,137.39,51.47,137.26,0.33,137.39,50.63,135.26,0.34,137.39,51.05,136.26,0.33,0.01,2020252015
VCrZrNbTa,4.95,0.127650891,0.126034717,-4.524269491,7.26283215,3.016,138.77,218.04,99.13,59.45,48.84,138.77,53.08,141.24,0.33,138.77,52.59,140.08,0.33,138.77,52.84,140.66,0.33,0,2020251520
VCrZrNbTa,4.95,0.117064085,0.113291659,-3.256496052,10.44334044,3.026,144.4,225.68,103.76,60.96,51.77,144.4,55.45,147.46,0.33,144.4,55.09,146.63,0.33,144.4,55.27,147.04,0.33,0,2015202025
VCrZrNbTa,4.95,0.117554243,0.113291659,-3.221460338,10.44565071,3.025,143.06,224.68,102.25,61.22,48.83,143.06,53.78,143.38,0.33,143.06,53.13,141.83,0.33,143.06,53.46,142.61,0.33,0.01,2015202520
VCrZrNbTa,4.9,0.12525474,0.120261174,-3.347601541,9.928711855,3.036,137.57,213.79,99.45,57.17,49.73,137.57,52.71,140.21,0.33,137.57,52.46,139.64,0.33,137.57,52.58,139.93,0.33,0,2015252020
VCrZrNbTa,5.05,0.121885192,0.123332883,-5.267036804,6.177112642,2.983,144.94,233.3,100.76,66.27,44.83,144.94,53.41,142.7,0.34,144.94,51.5,138.13,0.34,144.94,52.45,140.42,0.34,0.02,2025202015
VCrZrNbTa,5.05,0.121864679,0.123332883,-5.291564582,6.216219526,2.985,146.22,234.18,102.23,65.98,47.72,146.22,55.03,146.68,0.33,146.22,53.66,143.44,0.34,146.22,54.34,145.06,0.33,0.01,2025201520
VCrZrNbTa,5.1,0.111600851,0.114598211,-5.068992941,6.570615863,2.974,152.35,245.69,105.68,70,47.13,152.35,56.28,150.33,0.34,152.35,54.22,145.41,0.34,152.35,55.25,147.87,0.34,0.02,2025152020
VCrZrNbTa,5,0.118443024,0.117186817,-4.170170383,8.154752061,3.02,145.69,229.93,103.58,63.18,50.91,145.69,55.82,148.48,0.33,145.69,55.19,147.02,0.33,145.69,55.5,147.75,0.33,0.01,1520202025
VCrZrNbTa,5,0.118864419,0.117186817,-4.139948161,8.127700342,3.019,144.4,228.99,102.11,63.44,48.01,144.4,54.18,144.48,0.33,144.4,53.18,142.1,0.34,144.4,53.68,143.29,0.33,0.01,1520202520
VCrZrNbTa,4.95,0.126645174,0.124177293,-4.284877878,7.756435697,3.029,138.8,218.04,99.17,59.44,48.7,138.8,53,141.04,0.33,138.8,52.49,139.85,0.33,138.8,52.74,140.44,0.33,0,1520252020
VCrZrNbTa,5.05,0.121015495,0.122224179,-5.179281592,6.423650906,2.999,145.91,233.62,102.05,65.78,47.6,145.91,54.87,146.28,0.33,145.91,53.52,143.06,0.34,145.91,54.2,144.67,0.33,0.01,1525202020
VCrZrNbTa,5,0.120725929,0.120061443,-4.448781494,7.313704,2.989,143.36,228.57,100.76,63.9,45.33,143.36,52.76,140.98,0.34,143.36,51.29,137.48,0.34,143.36,52.02,139.23,0.34,0.01,2520202015
VCrZrNbTa,5,0.120643069,0.120061443,-4.47849578,7.345215909,2.991,144.63,229.45,102.21,63.62,48.35,144.63,54.46,145.15,0.33,144.63,53.48,142.84,0.34,144.63,53.97,144,0.33,0.01,2520201520
VCrZrNbTa,5.05,0.110449083,0.111337325,-4.277352871,7.787151962,2.981,150.67,240.9,105.56,67.67,47.63,150.67,55.65,148.64,0.34,150.67,54.03,144.78,0.34,150.67,54.84,146.72,0.34,0.01,2520152020
VCrZrNbTa,4.95,0.118485231,0.115085838,-3.445486871,9.657235939,3.011,143.01,224.48,102.27,61.1,49,143.01,53.84,143.52,0.33,143.01,53.22,142.04,0.33,143.01,53.53,142.78,0.33,0.01,2515202020
VCrZrNbW,5.25,0.369004065,0.118570654,-6.41165451,5.454834407,2.965,170.18,284.79,112.88,85.96,55.88,170.18,67.91,179.81,0.32,170.18,64.97,172.91,0.33,170.18,66.44,176.37,0.33,0.02,2020201525
VCrZrNbW,5.15,0.309896757,0.118873883,-5.965297367,5.652685105,2.978,157.44,259.7,106.31,76.69,47.35,157.44,59.09,157.56,0.33,157.44,55.91,149.97,0.34,157.44,57.5,153.78,0.34,0.03,2020202515
VCrZrNbW,5.3,0.3580206,0.108989678,-6.103097769,5.79826726,2.956,176.89,298.89,115.89,91.5,57.21,176.89,70.92,187.69,0.32,176.89,67.29,179.16,0.33,176.89,69.11,183.44,0.33,0.03,2020152025
VCrZrNbW,5.25,0.332542854,0.109429201,-6.005886207,5.787673584,2.962,170.44,285.36,112.99,86.19,52.36,170.44,65.89,175.11,0.33,170.44,62.11,166.15,0.34,170.44,64,170.64,0.33,0.03,2020152520
VCrZrNbW,5.1,0.318755,0.126746795,-6.252069236,5.327367302,2.988,151.1,247.43,102.93,72.25,47.18,151.1,57.21,152.4,0.33,151.1,54.79,146.64,0.34,151.1,56,149.53,0.34,0.02,2020252015
VCrZrNbW,5.15,0.352333294,0.126841436,-6.598230691,5.142947229,2.981,157.23,259.18,106.25,76.46,50.98,157.23,61.17,162.45,0.33,157.23,58.82,156.9,0.33,157.23,60,159.68,0.33,0.02,2020251520
VCrZrNbW,5.2,0.369998649,0.114280357,-6.133027688,5.764342934,2.984,167.66,277.38,112.8,82.29,54.57,167.66,65.66,174.23,0.33,167.66,63.07,168.13,0.33,167.66,64.36,171.19,0.33,0.02,2015202025
VCrZrNbW,5.15,0.343585506,0.114240973,-5.824707503,5.96177435,2.991,161.4,265.23,109.49,77.87,50.62,161.4,61.52,163.76,0.33,161.4,58.86,157.44,0.34,161.4,60.19,160.61,0.33,0.02,2015202520
VCrZrNbW,5.1,0.352937317,0.121994877,-6.073317842,5.649747688,3.001,155.17,253.17,106.16,73.51,50.47,155.17,59.68,158.7,0.33,155.17,57.7,154.02,0.33,155.17,58.69,156.36,0.33,0.02,2015252020
VCrZrNbW,5.2,0.309417194,0.122784364,-6.452201345,5.167474571,2.957,159.84,266.82,106.36,80.23,48.39,159.84,61.13,162.65,0.33,159.84,57.53,154.09,0.34,159.84,59.33,158.39,0.33,0.03,2025202015
VCrZrNbW,5.25,0.3420804,0.122454073,-6.587254176,5.156757049,2.951,166.15,279.68,109.38,85.15,52.97,166.15,65.84,174.47,0.32,166.15,62.4,166.37,0.33,166.15,64.12,170.44,0.33,0.03,2025201520
VCrZrNbW,5.3,0.331630442,0.112750831,-6.238641719,5.511095092,2.942,173.13,294.3,112.55,90.88,54.46,173.13,69.03,182.79,0.32,173.13,64.86,172.97,0.33,173.13,66.94,177.9,0.33,0.03,2025152020
VCrZrNbW,5.25,0.369565623,0.117697706,-6.660170383,5.307804667,2.979,169.4,283.83,112.19,85.82,55.71,169.4,67.76,179.35,0.32,169.4,64.81,172.43,0.33,169.4,66.28,175.9,0.33,0.02,1520202025
VCrZrNbW,5.2,0.343285231,0.117748673,-6.429725939,5.400479079,2.985,163.03,271.03,109.03,81,51.39,163.03,63.24,167.99,0.33,163.03,60.19,160.79,0.34,163.03,61.72,164.4,0.33,0.02,1520202520
VCrZrNbW,5.15,0.352702424,0.125522906,-6.697124792,5.123201841,2.995,156.69,258.47,105.8,76.34,50.91,156.69,61.08,162.17,0.33,156.69,58.74,156.64,0.33,156.69,59.91,159.41,0.33,0.02,1520252020
VCrZrNbW,5.25,0.342532845,0.121880064,-6.813256901,5.040942933,2.966,165.49,278.66,108.9,84.88,52.81,165.49,65.64,173.92,0.32,165.49,62.21,165.85,0.33,165.49,63.92,169.9,0.33,0.03,1525202020
VCrZrNbW,5.15,0.309588033,0.119761221,-5.875924351,5.674609774,2.964,158.06,260.6,106.79,76.91,47.47,158.06,59.24,157.99,0.33,158.06,56.05,150.37,0.34,158.06,57.65,154.19,0.34,0.03,2520202015
VCrZrNbW,5.2,0.342401446,0.11951046,-6.092210066,5.576114483,2.957,164.35,272.9,110.08,81.41,51.68,164.35,63.57,168.94,0.33,164.35,60.52,161.72,0.34,164.35,62.05,165.34,0.33,0.02,2520201520
VCrZrNbW,5.25,0.33202259,0.109818031,-5.76502634,5.964194629,2.948,171.2,286.47,113.57,86.45,52.54,171.2,66.1,175.69,0.33,171.2,62.31,166.72,0.34,171.2,64.21,171.22,0.33,0.03,2520152020
VCrZrNbW,5.15,0.34315412,0.115450206,-5.710956259,6.01461829,2.977,161.98,266,109.97,78.02,50.73,161.98,61.64,164.11,0.33,161.98,58.98,157.79,0.34,161.98,60.31,160.96,0.33,0.02,2515202020
VCrZrMoTa,5.15,0.253950783,0.119267556,-5.228948161,6.487170148,2.98,158.39,258.68,108.25,75.22,53.51,158.39,62.19,164.98,0.33,158.39,60.49,160.98,0.33,158.39,61.34,162.98,0.33,0.01,2020201525
VCrZrMoTa,5.25,0.295734678,0.119091351,-5.35949578,6.231557974,2.959,164.94,279.99,107.41,86.29,52.87,164.94,66.24,175.26,0.32,164.94,62.56,166.62,0.33,164.94,64.4,170.95,0.33,0.03,2020202515
VCrZrMoTa,5.25,0.269990278,0.109785017,-5.024679858,6.852350658,2.961,169.6,282.54,113.13,84.71,55.93,169.6,67.44,178.64,0.32,169.6,64.72,172.26,0.33,169.6,66.08,175.45,0.33,0.02,2020152025
VCrZrMoTa,5.3,0.287626059,0.109361785,-5.004597769,6.827588557,2.951,173.12,294.74,112.31,91.21,56.53,173.12,70.4,185.99,0.32,173.12,66.67,177.25,0.33,173.12,68.53,181.63,0.33,0.03,2020152520
VCrZrMoTa,5.15,0.284760865,0.127415658,-5.700960849,5.768890124,2.977,153.91,255.41,103.16,76.13,49.79,153.91,60.32,160.06,0.33,153.91,57.78,154.07,0.33,153.91,59.05,157.07,0.33,0.02,2020252015
VCrZrMoTa,5.1,0.260681319,0.127216351,-5.552569236,5.970164298,2.988,150.84,245.8,103.37,71.22,50.76,150.84,58.94,156.45,0.33,150.84,57.35,152.7,0.33,150.84,58.15,154.58,0.33,0.01,2020251520
VCrZrMoTa,5.15,0.279671236,0.114886901,-4.791743218,7.178254262,2.99,160.55,262.74,109.45,76.64,54.53,160.55,63.37,168.02,0.33,160.55,61.64,163.95,0.33,160.55,62.51,165.99,0.33,0.01,2015202025
VCrZrMoTa,5.2,0.298561551,0.115016303,-4.930769751,6.92281713,2.98,163.75,272.76,109.24,81.76,53.84,163.75,65.01,172.24,0.32,163.75,62.36,166.01,0.33,163.75,63.69,169.13,0.33,0.02,2015202520
VCrZrMoTa,5.1,0.286539264,0.122738543,-5.077762287,6.622016447,2.999,152.96,249.82,104.54,72.64,51.82,152.96,60.15,159.53,0.33,152.96,58.53,155.72,0.33,152.96,59.34,157.63,0.33,0.01,2015252020
VCrZrMoTa,5.25,0.275288939,0.122764001,-5.774726399,5.701176408,2.947,162.62,276.07,105.89,85.09,51.81,162.62,65.12,172.36,0.32,162.62,61.42,163.65,0.33,162.62,63.27,168.02,0.33,0.03,2025202015
VCrZrMoTa,5.2,0.252465839,0.123055882,-5.785443409,5.735820997,2.958,159.43,264.88,106.71,79.08,51.74,159.43,62.68,166.24,0.33,159.43,60.04,160.04,0.33,159.43,61.36,163.15,0.33,0.02,2025201520
VCrZrMoTa,5.3,0.267355101,0.112936929,-5.379213148,6.263752481,2.939,171.04,291.02,111.05,89.98,55.54,171.04,69.32,183.2,0.32,171.04,65.58,174.45,0.33,171.04,67.45,178.84,0.33,0.03,2025152020
VCrZrMoTa,5.2,0.279651122,0.118316313,-5.429662446,6.334530026,2.985,162.3,268.5,109.2,79.65,55.06,162.3,64.9,171.79,0.32,162.3,62.82,166.92,0.33,162.3,63.86,169.36,0.33,0.02,1520202025
VCrZrMoTa,5.25,0.298376859,0.118338498,-5.509253716,6.195544384,2.974,165.46,279.29,108.55,85.37,55.18,165.46,67.25,177.69,0.32,165.46,64.27,170.7,0.33,165.46,65.76,174.2,0.32,0.02,1520202520
VCrZrMoTa,5.15,0.286564129,0.126190332,-5.739283522,5.858402686,2.993,154.61,255.25,104.3,75.48,52.17,154.61,61.49,162.88,0.32,154.61,59.52,158.25,0.33,154.61,60.51,160.57,0.33,0.02,1520252020
VCrZrMoTa,5.25,0.277540538,0.122281438,-5.922971186,5.682545146,2.963,163.43,275.42,107.43,83.99,53.97,163.43,65.98,174.45,0.32,163.43,62.97,167.41,0.33,163.43,64.47,170.94,0.33,0.02,1525202020
VCrZrMoTa,5.2,0.275388362,0.119886405,-5.236273558,6.287816119,2.953,160.94,269.26,106.78,81.24,50.48,160.94,62.79,166.68,0.33,160.94,59.49,158.9,0.34,160.94,61.14,162.8,0.33,0.03,2520202015
VCrZrMoTa,5.15,0.252378188,0.120083304,-5.185317208,6.400044167,2.964,157.68,258.87,107.08,75.9,51.07,157.68,61,162.1,0.33,157.68,58.76,156.8,0.33,157.68,59.88,159.46,0.33,0.02,2520201520
VCrZrMoTa,5.25,0.26750514,0.110072703,-4.867375547,6.922837729,2.945,169.16,283.41,112.03,85.69,53.82,169.16,66.57,176.55,0.33,169.16,63.23,168.67,0.33,169.16,64.9,172.62,0.33,0.03,2520152020
VCrZrMoTa,5.15,0.277659414,0.115994612,-4.744734037,7.094503854,2.975,159.89,262.84,108.42,77.21,52.13,159.89,62.16,165.09,0.33,159.89,59.91,159.78,0.33,159.89,61.04,162.44,0.33,0.02,2515202020
VCrZrMoW,5.4,0.387654485,0.117748673,-5.345475939,6.597215053,2.941,184.27,323.99,114.41,104.79,66.06,184.27,81.55,213.21,0.31,184.27,77.52,203.96,0.32,184.27,79.54,208.6,0.31,0.03,2020201525
VCrZrMoW,5.4,0.364686166,0.117875994,-5.089602923,6.720468361,2.936,180.46,322.33,109.53,106.4,62.97,180.46,80.34,209.88,0.31,180.46,75.26,198.21,0.32,180.46,77.8,204.07,0.31,0.03,2020202515
VCrZrMoW,5.5,0.375279562,0.10645539,-4.329120445,8.263814025,2.925,197.03,357.13,116.97,120.08,74.19,197.03,92.54,240.05,0.3,197.03,87.57,228.82,0.31,197.03,90.06,234.45,0.3,0.03,2020152025
VCrZrMoW,5.5,0.364862645,0.106470653,-4.230049016,8.331978343,2.922,195.11,356.29,114.53,120.88,72.8,195.11,92.03,238.59,0.3,195.11,86.58,226.26,0.31,195.11,89.3,232.45,0.3,0.03,2020152520
VCrZrMoW,5.3,0.370584336,0.127132805,-5.91047488,5.700848777,2.953,168.69,292.55,106.77,92.89,56.56,168.69,71.09,187.01,0.32,168.69,67.05,177.62,0.32,168.69,69.07,182.33,0.32,0.03,2020252015
VCrZrMoW,5.3,0.383278945,0.127027556,-6.066530436,5.641625524,2.956,170.65,293.69,109.13,92.28,58.36,170.65,71.93,189.2,0.32,170.65,68.42,181.06,0.32,170.65,70.17,185.14,0.32,0.03,2020251520
VCrZrMoW,5.4,0.39147286,0.114035082,-5.068274853,7.051813511,2.952,186.25,327.78,115.48,106.15,67.15,186.25,82.75,216.22,0.31,186.25,78.71,206.98,0.31,186.25,80.73,211.61,0.31,0.02,2015202025
VCrZrMoW,5.4,0.381065611,0.114126027,-4.934016917,7.136205696,2.95,184.48,327,113.22,106.89,65.46,184.48,82.03,214.33,0.31,184.48,77.47,203.87,0.32,184.48,79.75,209.12,0.31,0.03,2015202520
VCrZrMoW,5.3,0.390451982,0.123080258,-5.723478588,6.062810785,2.967,172.77,297.61,110.35,93.63,59.7,172.77,73.27,192.59,0.31,172.77,69.82,184.6,0.32,172.77,71.55,188.61,0.32,0.02,2015252020
VCrZrMoW,5.4,0.357450696,0.121177556,-5.39989094,6.246281829,2.924,178.79,319.25,108.56,105.35,62.02,178.79,79.35,207.38,0.31,178.79,74.24,195.63,0.32,178.79,76.79,201.53,0.31,0.03,2025202015
VCrZrMoW,5.4,0.37014997,0.121139383,-5.521133003,6.205177469,2.927,180.33,319.61,110.69,104.46,63.59,180.33,79.94,208.95,0.31,180.33,75.39,198.51,0.32,180.33,77.67,203.75,0.31,0.03,2025201520
VCrZrMoW,5.5,0.361212887,0.109538806,-4.468861926,7.780370619,2.911,193.49,353.35,113.57,119.89,71.98,193.49,91.14,236.32,0.3,193.49,85.67,223.96,0.31,193.49,88.41,230.16,0.3,0.03,2025152020
VCrZrMoW,5.45,0.39063378,0.117041659,-5.319662446,6.718196516,2.947,188.23,337.12,113.78,111.67,70.16,188.23,86.76,225.63,0.3,188.23,82.42,215.76,0.31,188.23,84.59,220.71,0.3,0.03,1520202025
VCrZrMoW,5.45,0.380243014,0.117115328,-5.199031494,6.772062892,2.945,186.61,336.49,111.67,112.41,68.75,186.61,86.21,224.12,0.3,186.61,81.39,213.19,0.31,186.61,83.8,218.68,0.3,0.03,1520202520
VCrZrMoW,5.35,0.389808928,0.126190332,-6.071530436,5.714930807,2.961,174.67,305.72,109.14,98.29,61.53,174.67,76.23,199.66,0.31,174.67,72.36,190.73,0.32,174.67,74.3,195.21,0.31,0.03,1520252020
VCrZrMoW,5.45,0.375745592,0.120551856,-5.476946495,6.341652877,2.933,184.25,332.55,110.1,111.22,67.86,184.25,85.2,221.47,0.3,184.25,80.39,210.56,0.31,184.25,82.8,216.04,0.3,0.03,1525202020
VCrZrMoW,5.35,0.35806808,0.118527423,-5.103416415,6.609539431,2.93,176.69,309.75,110.17,99.79,58.95,176.69,75.29,197.77,0.31,176.69,70.49,186.65,0.32,176.69,72.89,192.24,0.32,0.03,2520202015
VCrZrMoW,5.35,0.370786664,0.118473626,-5.239031494,6.539682291,2.932,178.28,310.32,112.27,99.03,60.65,178.28,76,199.64,0.31,178.28,71.78,189.86,0.32,178.28,73.89,194.76,0.32,0.03,2520201520
VCrZrMoW,5.45,0.362037291,0.106976633,-4.275049016,8.133566019,2.916,190.96,342.68,115.1,113.79,68.09,190.96,86.37,225.16,0.3,190.96,81.12,213.17,0.31,190.96,83.74,219.19,0.31,0.03,2520152020
VCrZrMoW,5.35,0.377203857,0.11490322,-4.930203425,7.045728797,2.944,180.54,314.19,113.72,100.24,61.62,180.54,77.07,202.4,0.31,180.54,72.85,192.64,0.32,180.54,74.96,197.54,0.32,0.03,2515202020
VCrZrTaW,5.25,0.37690715,0.118570654,-6.358940224,5.669161005,2.97,173.82,285.94,117.76,84.09,62.84,173.82,71.34,188.27,0.32,173.82,69.91,184.93,0.32,173.82,70.63,186.6,0.32,0.01,2020201525
VCrZrTaW,5.15,0.31907836,0.118873883,-5.972519589,5.945930232,2.986,163.91,263.41,114.16,74.62,60.4,163.91,66.09,174.78,0.32,163.91,65.38,173.13,0.32,163.91,65.74,173.95,0.32,0.01,2020202515
VCrZrTaW,5.3,0.369430305,0.108989678,-5.987097769,6.150088602,2.962,181.76,299.71,122.78,88.46,66,181.76,74.99,197.76,0.32,181.76,73.46,194.22,0.32,181.76,74.22,195.99,0.32,0.01,2020152025
VCrZrTaW,5.25,0.344869178,0.109429201,-5.90810843,6.186810314,2.97,176.8,287.76,121.32,83.22,64.25,176.8,71.84,189.81,0.32,176.8,70.7,187.14,0.32,176.8,71.27,188.48,0.32,0.01,2020152520
VCrZrTaW,5.1,0.325245676,0.126746795,-6.304069236,5.510862538,2.994,156.15,250.42,109.02,70.7,57.76,156.15,62.94,166.45,0.32,156.15,62.32,165.02,0.32,156.15,62.63,165.73,0.32,0,2020252015
VCrZrTaW,5.15,0.358453275,0.126841436,-6.608516405,5.297663262,2.986,160.96,261.1,110.88,75.11,58.55,160.96,65.17,172.27,0.32,160.96,64.21,170.02,0.32,160.96,64.69,171.15,0.32,0.01,2020251520
VCrZrTaW,5.2,0.380182851,0.114280357,-6.086741974,6.043736493,2.99,173.27,280.51,119.65,80.43,64.39,173.27,70.81,186.96,0.32,173.27,69.97,185.01,0.32,173.27,70.39,185.99,0.32,0.01,2015202025
VCrZrTaW,5.15,0.354367041,0.114240973,-5.813457503,6.281602469,2.998,168.29,269.57,117.64,75.97,63.54,168.29,68.51,180.97,0.32,168.29,67.99,179.75,0.32,168.29,68.25,180.36,0.32,0,2015202520
VCrZrTaW,5.1,0.360755804,0.121994877,-6.111032128,5.8495034,3.007,160.51,256.59,112.47,72.06,60.87,160.51,65.35,172.62,0.32,160.51,64.9,171.58,0.32,160.51,65.13,172.1,0.32,0,2015252020
VCrZrTaW,5.2,0.317141924,0.122784364,-6.433979123,5.404956325,2.965,164.98,269.05,112.94,78.06,58.32,164.98,66.22,175.21,0.32,164.98,64.88,172.09,0.33,164.98,65.55,173.65,0.32,0.01,2025202015
VCrZrTaW,5.25,0.349090246,0.122454073,-6.544504176,5.354754278,2.957,169.91,280.7,114.52,83.09,59.92,169.91,69.19,182.75,0.32,169.91,67.44,178.68,0.32,169.91,68.31,180.72,0.32,0.01,2025201520
VCrZrTaW,5.3,0.341875343,0.112750831,-6.136419497,5.836552985,2.949,178.07,294.79,119.7,87.54,63.24,178.07,72.96,192.58,0.32,178.07,71.14,188.33,0.32,178.07,72.05,190.46,0.32,0.01,2025152020
VCrZrTaW,5.25,0.379840427,0.117697706,-6.592170383,5.580054986,2.985,174.87,286.09,119.26,83.42,64.79,174.87,72.24,190.49,0.32,174.87,71.14,187.94,0.32,174.87,71.69,189.21,0.32,0.01,1520202025
VCrZrTaW,5.2,0.354181804,0.117748673,-6.391948161,5.712786886,2.992,169.91,274.69,117.53,78.58,63.47,169.91,69.51,183.52,0.32,169.91,68.76,181.76,0.32,169.91,69.14,182.64,0.32,0.01,1520202520
VCrZrTaW,5.15,0.360609207,0.125522906,-6.713124792,5.324571335,3.001,162.09,261.58,112.34,74.62,60.77,162.09,66.31,175.05,0.32,162.09,65.64,173.5,0.32,162.09,65.97,174.28,0.32,0.01,1520252020
VCrZrTaW,5.25,0.351608803,0.121880064,-6.759034678,5.293511677,2.972,170.51,280.19,115.67,82.26,61.96,170.51,70.08,184.91,0.32,170.51,68.75,181.8,0.32,170.51,69.41,183.36,0.32,0.01,1525202020
VCrZrTaW,5.15,0.317214044,0.119761221,-5.879924351,5.914594381,2.971,163.24,263.5,113.1,75.2,58.09,163.24,64.94,172,0.32,163.24,63.91,169.59,0.33,163.24,64.42,170.8,0.33,0.01,2520202015
VCrZrTaW,5.2,0.34934045,0.11951046,-6.06649578,5.777009395,2.963,168.25,274.68,115.03,79.83,59.26,168.25,67.48,178.58,0.32,168.25,66.07,175.26,0.33,168.25,66.78,176.92,0.32,0.01,2520201520
VCrZrTaW,5.25,0.342168087,0.109818031,-5.68502634,6.300327697,2.955,176.37,288.3,120.4,83.95,62.23,176.37,70.92,187.61,0.32,176.37,69.42,184.1,0.33,176.37,70.17,185.86,0.32,0.01,2520152020
VCrZrTaW,5.15,0.352043676,0.115450206,-5.700670545,6.276982938,2.984,167.19,269.09,116.24,76.43,61.28,167.19,67.34,178.1,0.32,167.19,66.56,176.27,0.32,167.19,66.95,177.19,0.32,0.01,2515202020
VCrNbMoTa,5.35,0.210976302,0.070304694,-4.52000485,7.870033551,2.941,185.73,312.9,122.15,95.38,56.63,185.73,72.13,191.58,0.33,185.73,67.61,180.89,0.34,185.73,69.87,186.26,0.33,0.03,2020201525
VCrNbMoTa,5.45,0.245664405,0.066518794,-4.370931406,8.018776507,2.922,193.59,346.9,116.94,114.98,63.05,193.59,83.82,219.76,0.31,193.59,76.95,203.85,0.32,193.59,80.39,211.85,0.32,0.04,2020202515
